ondevice,title,authors,#kobo_percent_read,#kobo_last_read,timestamp,languages,series,size,rating,tags,publisher,pubdate,last_modified,id,formats,path,#kobo_reading_location,#kobo_time_spent_reading,#kobo_rest_of_book_estimate
,Un Mundo sin Fin,Ken Follett,,,2013-04-01 21:20:18+00:00,spa,Kingsbridge,3755061,,Novela,,2008-10-10 16:00:00+00:00,2026-04-15 18:36:48+00:00,3,EPUB | MOBI,Ken Follett/Un Mundo sin Fin (3),,,
,Los Pilares de la Tierra,Ken Follett,,,2013-04-01 21:20:33+00:00,spa,Kingsbridge,2019605,,Novela Histórica,,1988-12-31 23:00:00+00:00,2026-04-15 18:36:56+00:00,4,EPUB | MOBI,Ken Follett/Los Pilares de la Tierra (4),,,
,Las luces de septiembre,Carlos Ruiz Zafón,100,2021-05-13 00:00:00+00:00,2013-04-01 21:21:05+00:00,spa,Trilogia de la Boira,354365,8,,,1994-12-31 16:00:00+00:00,2026-04-15 18:37:38+00:00,5,EPUB | MOBI,Carlos Ruiz Zafon/Las luces de septiembre (5),,,
,El prisionero del cielo,Carlos Ruiz Zafón,,,2013-04-01 21:22:33+00:00,spa,El cementeri dels llibres oblidats,734746,,,Planeta,2013-04-01 21:22:33+00:00,2026-04-15 18:38:23+00:00,6,EPUB | MOBI,Carlos Ruiz Zafon/El prisionero del cielo (6),,,
,100 preguntas básicas sobre la ciencia,Isaac Asimov,100,2013-09-06 00:00:00+00:00,2013-04-01 21:27:24+00:00,spa,,391427,8,divulgación científica,,1997-10-31 16:00:00+00:00,2026-04-15 18:39:04+00:00,7,EPUB | MOBI,Isaac Asimov/100 preguntas basicas sobre la ciencia (7),,,
,"Yo, robot",Isaac Asimov,,,2013-04-01 21:27:43+00:00,spa,,402011,,,,1949-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,8,EPUB | MOBI,"Isaac Asimov/Yo, robot (8)",,,
,El elfo oscuro,R. A. Salvatore,100,2013-04-27 00:00:00+00:00,2013-04-01 21:37:02+00:00,spa,The Legend of Drizzt,3233583,8,Fantasia,,2000-01-31 23:00:00+00:00,2026-04-15 18:42:35+00:00,9,EPUB | MOBI,R. A. Salvatore/El elfo oscuro (9),,,
,El caballero errante,George R. R. Martin,100,2013-03-18 00:00:00+00:00,2013-04-27 17:27:57+00:00,spa,The Tales of Dunk and Egg,374907,10,Fantasia,,2013-04-27 17:27:57+00:00,2026-04-15 18:43:41+00:00,12,EPUB | MOBI,George R. R. Martin/El caballero errante (12),,,
,La espada leal,George R. R. Martin,100,2013-03-27 00:00:00+00:00,2013-04-27 17:27:58+00:00,spa,The Tales of Dunk and Egg,425875,10,Fantasia,Random House Mondadori,2011-05-31 22:00:00+00:00,2026-04-15 18:44:26+00:00,13,EPUB | MOBI,George R. R. Martin/La espada leal (13),,,
,El Legado,R. A. Salvatore,100,2013-07-01 00:00:00+00:00,2013-04-27 17:33:51+00:00,spa,Legacy of the Drow,576243,8,Fantasia,,1992-08-31 16:00:00+00:00,2026-04-15 18:46:36+00:00,15,EPUB | MOBI,R. A. Salvatore/El Legado (15),,,
,Noche sin estrellas,R. A. Salvatore,100,2013-07-15 00:00:00+00:00,2013-04-27 17:34:02+00:00,spa,Legacy of the Drow,542383,8,Fantasia,,1993-09-30 22:00:00+00:00,2026-04-15 18:47:03+00:00,16,EPUB | MOBI,R. A. Salvatore/Noche sin estrellas (16),,,
,Cerco de oscuridad,R. A. Salvatore,100,2013-07-20 00:00:00+00:00,2013-04-27 17:34:13+00:00,spa,Legacy of the Drow,699074,8,Fantasia,,1994-07-31 22:00:00+00:00,2026-04-15 18:47:26+00:00,17,EPUB | MOBI,R. A. Salvatore/Cerco de oscuridad (17),,,
,Luz en las tinieblas,R. A. Salvatore,,,2013-04-27 17:34:23+00:00,spa,Legacy of the Drow,701460,,Fantasia,calibre,1996-07-31 22:00:00+00:00,2026-04-15 18:48:40+00:00,18,EPUB | MOBI,R. A. Salvatore/Luz en las tinieblas (18),,,
,Los límites del amor,Walter Riso,100,2020-03-08 00:00:00+00:00,2013-04-27 17:35:51+00:00,spa,,354848,8,CP,Norma S.A. Editorial,2006-07-29 16:00:00+00:00,2026-04-15 15:22:58+00:00,19,EPUB | MOBI,Walter Riso/Los limites del amor (19),,,
,Necrópolis,Carlos Sisí,100,2013-09-02 00:00:00+00:00,2013-04-27 17:37:14+00:00,spa,Los caminantes,790993,8,Terror,,2009-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,20,EPUB | MOBI,Carlos Sisi/Necropolis (20),,,
,Los caminantes,Carlos Sisí,100,2013-08-28 00:00:00+00:00,2013-04-27 17:42:14+00:00,spa,Los caminantes,555489,8,Terror,,2008-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,21,EPUB | MOBI,Carlos Sisi/Los caminantes (21),,,
,La Piedra de Cristal,R. A. Salvatore,100,2013-05-21 00:00:00+00:00,2013-04-27 17:46:28+00:00,spa,El Valle del Viento Helado,885671,8,Fantasia,,1987-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,22,EPUB | MOBI,R. A. Salvatore/La Piedra de Cristal (22),,,
,Rios de Plata,R. A. Salvatore,100,2013-06-13 00:00:00+00:00,2013-04-27 17:46:43+00:00,spa,El Valle del Viento Helado,1756476,8,Fantasia,,1988-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,23,EPUB | MOBI,R. A. Salvatore/Rios de Plata (23),,,
,La gema del halfling,R. A. Salvatore,100,2013-06-22 00:00:00+00:00,2013-04-27 17:46:51+00:00,spa,El Valle del Viento Helado,608609,8,Fantasia,,1989-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,24,EPUB | MOBI,R. A. Salvatore/La gema del halfling (24),,,
,The Mystery Knight,George R. R. Martin,,,2013-07-08 10:49:22+00:00,eng,,171491,,Fantasia,ePub Bud (www.epubbud.com),2012-01-16 23:00:00+00:00,2026-04-15 15:22:58+00:00,25,EPUB | MOBI,George R. R. Martin/The Mystery Knight (25),,,
,Los 7 hábitos de la gente altamente efectiva,Stephen Covey,100,2011-10-02 00:00:00+00:00,2013-09-15 21:06:32+00:00,spa,,690010,10,CP,www.papyrefb2.net,2009-04-07 22:00:00+00:00,2026-04-15 15:22:58+00:00,26,MOBI,Stephen Covey/Los 7 habitos de la gente altamente efec (26),,,
,Amar O Depender?,Walter Riso,,,2013-09-15 21:19:15+00:00,spa,,133067,,CP,www.papyrefb2.net,2011-08-07 22:00:00+00:00,2026-04-15 15:22:58+00:00,27,MOBI,Walter Riso/Amar O Depender_ (27),,,
,Aprendiendo A Quererse A Sí Mismo,Walter Riso,,,2013-09-15 21:19:16+00:00,spa,,139036,,CP,www.papyrefb2.net,2011-08-07 22:00:00+00:00,2026-04-15 15:22:58+00:00,28,MOBI,Walter Riso/Aprendiendo A Quererse A Si Mismo (28),,,
,Pensar Bien Sentir Bien,Walter Riso,,,2013-09-15 21:19:16+00:00,spa,,215555,,CP,www.papyrefb2.net,2011-11-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,29,MOBI,Walter Riso/Pensar Bien Sentir Bien (29),,,
,Children of the Mind,Orson Scott Card,100,2022-04-09 00:00:00+00:00,2013-02-06 23:15:10+00:00,eng,Ender saga,550779,8,Adventure,Tor Books,2002-08-05 19:30:00+00:00,2026-04-15 18:30:59+00:00,30,KEPUB | MOBI,Orson Scott Card/Children of the Mind (30),,,
,Ender’s Game,Orson Scott Card,100,2022-01-29 00:00:00+00:00,2012-11-04 23:34:26+00:00,eng,Ender saga,625410,10,Adventure,Tor Books,2010-04-01 04:00:00+00:00,2026-04-15 18:28:59+00:00,31,KEPUB | MOBI,Orson Scott Card/Ender's Game (31),,,
,Ender's Shadow,Orson Scott Card,100,2022-02-06 00:00:00+00:00,2013-02-06 23:15:10+00:00,eng,Shadow saga,630490,10,Adventure,Rebound by Sagebrush,2010-02-01 00:00:00+00:00,2026-04-15 18:31:58+00:00,32,KEPUB | MOBI,Orson Scott Card/Ender's Shadow (32),,,
,Speaker for the Dead,Orson Scott Card,100,2022-03-25 00:00:00+00:00,2013-02-06 23:15:11+00:00,eng,Ender saga,596303,10,Adventure,Time Warner Books Uk,2010-02-01 00:00:00+00:00,2026-04-15 18:35:19+00:00,36,KEPUB | MOBI,Orson Scott Card/Speaker for the Dead (36),,,
,A War of Gifts: An Ender Story,Orson Scott Card,100,2022-02-06 00:00:00+00:00,2013-02-06 23:15:10+00:00,eng,Ender saga,138168,6,Adventure,Tor Science Fiction,2010-03-07 19:30:00+00:00,2026-04-15 18:30:18+00:00,37,KEPUB | MOBI,Orson Scott Card/A War of Gifts_ An Ender Story (37),,,
,Xenocide,Orson Scott Card,100,2022-04-02 00:00:00+00:00,2013-02-06 23:15:11+00:00,eng,Ender saga,756866,10,Adventure,Tandem Library,2010-01-31 19:30:00+00:00,2026-04-15 18:35:44+00:00,38,KEPUB | MOBI,Orson Scott Card/Xenocide (38),,,
,Juego de tronos,George R. R. Martin,100,2011-05-30 00:00:00+00:00,2013-10-01 19:09:12+00:00,spa,Cancion de hielo y fuego,1836693,8,Fantasia,,2009-11-08 10:53:12+00:00,2026-04-15 15:22:58+00:00,39,EPUB | MOBI,George R. R. Martin/Juego de tronos (39),,,
,Choque de Reyes,George R. R. Martin,100,2012-01-25 00:00:00+00:00,2013-10-01 19:09:21+00:00,spa,Cancion de hielo y fuego,2574577,8,Fantasia,,2009-11-08 10:53:12+00:00,2026-04-15 15:22:58+00:00,40,EPUB | MOBI,George R. R. Martin/Choque de Reyes (40),,,
,Tormenta De Espadas I,George R. R. Martin,100,2012-02-24 00:00:00+00:00,2013-10-01 19:10:03+00:00,spa,Cancion de hielo y fuego,1853088,10,Fantasia,,2010-12-20 13:48:37+00:00,2026-04-15 15:22:58+00:00,41,MOBI,George R. R. Martin/Tormenta De Espadas I (41),,,
,Tormenta de Espadas II,George R. R. Martin,100,2012-03-05 00:00:00+00:00,2013-10-01 19:10:11+00:00,spa,Cancion de hielo y fuego,884548,10,Fantasia,,2013-10-01 19:10:11+00:00,2026-04-15 15:22:58+00:00,42,AZW,George R. R. Martin/Tormenta de Espadas II (42),,,
,Festín de cuervos,George R. R. Martin,100,2012-07-04 00:00:00+00:00,2013-10-01 19:10:30+00:00,spa,Cancion de hielo y fuego,2414926,10,Fantasia,,2009-11-08 10:53:13+00:00,2026-04-15 15:22:58+00:00,43,EPUB | MOBI,George R. R. Martin/Festin de cuervos (43),,,
,Danza de dragones,George R. R. Martin,100,2012-08-08 00:00:00+00:00,2013-10-01 19:10:46+00:00,spa,Cancion de hielo y fuego,3078490,10,Fantasia,,2012-06-21 22:00:00+00:00,2026-04-15 15:22:58+00:00,44,EPUB | MOBI,George R. R. Martin/Danza de dragones (44),,,
,El hombre marcado,Peter V. Brett,100,2020-12-19 00:00:00+00:00,2013-10-01 19:13:49+00:00,spa,Demon Cycle,1199599,10,,,2010-11-22 23:00:00+00:00,2026-04-15 18:26:55+00:00,46,EPUB | MOBI,Peter V. Brett/El hombre marcado (46),,,
,El Palacio de los Espejos,Peter V. Brett,100,2024-05-25 00:00:00+00:00,2013-10-01 19:13:50+00:00,spa,Demon Cycle,827454,10,,,2011-02-28 23:00:00+00:00,2026-04-15 18:27:10+00:00,47,EPUB | MOBI,Peter V. Brett/El Palacio de los Espejos (47),,,
,Diario de Ana Frank,Ana Frank,,,2013-10-01 19:14:28+00:00,spa,,662831,,Drama | Histórico,,1946-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,48,EPUB | MOBI,Ana Frank/Diario de Ana Frank (48),,,
,Sex,Beatriz Gimeno,100,2013-04-02 00:00:00+00:00,2013-10-01 19:14:30+00:00,spa,,394775,6,Erótico | Relatos,"Editorial EGALES, S.L.",2007-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,49,EPUB | MOBI,Beatriz Gimeno/Sex (49),,,
,La sombra del viento,Carlos Ruiz Zafón,100,2012-10-20 00:00:00+00:00,2013-10-01 19:14:31+00:00,spa,,787715,10,Intriga,,2001-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,50,EPUB | MOBI,Carlos Ruiz Zafon/La sombra del viento (50),,,
,Cincuenta sombras de Grey,E. L. James,100,2012-12-14 00:00:00+00:00,2013-10-01 19:14:32+00:00,spa,Cincuenta sombras,1022376,2,Erótico,,2013-10-01 19:14:32+00:00,2026-04-15 15:22:58+00:00,51,EPUB | MOBI,E. L. James/Cincuenta sombras de Grey (51),,,
,1Q84,Haruki Murakami,,,2013-10-01 19:14:33+00:00,cat,1Q84,1298143,,General | Fiction,Giulio Einaudi Editore,2011-10-15 21:03:22+00:00,2026-04-15 15:22:58+00:00,52,EPUB | MOBI,Haruki Murakami/1Q84 (52),,,
,Sexualmente,Nuria Roca,100,2012-08-13 00:00:00+00:00,2013-10-01 19:14:35+00:00,spa,,356611,6,Erótico,,2006-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,53,EPUB | MOBI,Nuria Roca/Sexualmente (53),,,
,The Name of the Wind,Patrick Rothfuss,100,2013-08-19 00:00:00+00:00,2013-10-01 19:14:36+00:00,eng,The Kingkiller Chronicle,1135790,10,Fantasia,"Penguin Group USA, Inc.",2010-02-28 23:00:00+00:00,2026-04-15 15:22:58+00:00,54,EPUB | MOBI,Patrick Rothfuss/The Name of the Wind (54),,,
,S.E.C.R.E.T,L. Marie Adeline,100,2013-07-25 00:00:00+00:00,2013-10-01 19:14:38+00:00,spa,,412625,8,Erótico,,2013-02-17 23:00:00+00:00,2026-04-15 15:22:58+00:00,55,MOBI,L. Marie Adeline/S.E.C.R.E.T (55),,,
,The Wise Man's Fear,Patrick Rothfuss,100,2013-09-30 00:00:00+00:00,2013-10-01 19:14:39+00:00,eng,The Kingkiller Chronicle,1771480,10,Fantasia,ePub Bud (www.epubbud.com),2011-02-27 23:00:00+00:00,2026-04-15 15:22:58+00:00,56,EPUB | MOBI,Patrick Rothfuss/The Wise Man's Fear (56),,,
,Amarse con los ojos abiertos,Jorge Bucay y Silvia Salinas,100,2018-06-19 00:00:00+00:00,2013-10-01 19:15:15+00:00,spa,,307798,6,CP,,1999-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,57,EPUB | MOBI,Jorge Bucay y Silvia Salinas/Amarse con los ojos abiertos (57),,,
,Cincuenta Sombras Liberadas,E. L. James,,,2013-10-01 19:15:19+00:00,spa,Cincuenta sombras,702352,,Erótico,,2013-10-01 19:15:19+00:00,2026-04-15 15:22:58+00:00,58,EPUB,E. L. James/Cincuenta Sombras Liberadas (58),,,
,Cincuenta Sombras Más Oscuras,E. L. James,,,2013-10-01 19:15:23+00:00,spa,Cincuenta sombras,576933,,Erótico,,2013-10-01 19:15:23+00:00,2026-04-15 15:22:58+00:00,59,EPUB,E. L. James/Cincuenta Sombras Mas Oscuras (59),,,
,El Temor de un Hombre Sabio,Patrick Rothfuss,100,2011-12-01 00:00:00+00:00,2013-10-01 19:15:25+00:00,spa,Crónica del asesino de reyes,2049888,10,Fantasia,,2011-11-01 23:00:00+00:00,2026-04-15 15:22:58+00:00,60,EPUB | MOBI,Patrick Rothfuss/El Temor de un Hombre Sabio (60),,,
,Zombi. Guia De Supervivencia,Max Brooks,,,2013-10-01 19:15:29+00:00,spa,,470625,,Antiques & Collectibles | Juvenile Fiction | General | Comics & Graphic Novels | Horror,DEBOLSILLO,2008-01-02 00:00:00+00:00,2026-04-15 15:22:58+00:00,61,EPUB | MOBI,Max Brooks/Zombi. Guia De Supervivencia (61),,,
,Diari d'ana frank,Ana Frank,100,2023-01-15 00:00:00+00:00,2013-10-01 19:17:37+00:00,cat,,427331,6,Autobiografia,www.papyrefb2.net,2012-07-26 22:00:00+00:00,2026-04-15 15:31:15+00:00,62,KEPUB | MOBI,Ana Frank/Diari d'ana frank (62),,,
,El Mesías de Dune,Frank Herbert,,,2013-10-01 19:17:38+00:00,spa,Dune,407556,,,www.papyrefb2.net,2009-01-08 23:00:00+00:00,2026-04-15 15:22:58+00:00,63,MOBI,Frank Herbert/El Mesias de Dune (63),,,
,Guerra Mundial Z,Max Brooks,100,2014-01-09 00:00:00+00:00,2013-10-01 19:17:39+00:00,spa,,766353,6,Terror | Zombis,Editorial Almuzara,2013-05-06 22:00:00+00:00,2026-04-15 15:22:58+00:00,64,EPUB | MOBI,Max Brooks/Guerra Mundial Z (64),,,
,Hades Nebula,Carlos Sisi,100,2013-10-16 00:00:00+00:00,2013-10-01 20:05:38+00:00,spa,Los caminantes,848251,10,Terror,www.papyrefb2.net,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,65,MOBI,Carlos Sisi/Hades Nebula (65),,,
,Canadá,Richard Ford,,,2014-01-19 17:31:08+00:00,spa,,601076,,Drama,www.papyrefb2.net,2012-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,66,EPUB | MOBI,Richard Ford/Canada (66),,,
,American Gods (X aniversario),Neil Gaiman,100,2018-06-08 00:00:00+00:00,2014-02-04 20:39:20+00:00,spa,,862332,4,,www.papyrefb2.net,2014-02-04 20:39:20+00:00,2026-04-15 15:22:58+00:00,67,EPUB | MOBI,Neil Gaiman/American Gods (X aniversario) (67),,,
,El juego de Ripper,Isabel Allende,,,2014-02-04 20:41:12+00:00,spa,,570032,,,www.papyrefb2.net,2014-02-04 20:41:12+00:00,2026-04-15 15:22:58+00:00,68,EPUB | MOBI,Isabel Allende/El juego de Ripper (68),,,
,The Warded Man,Peter V. Brett,100,2014-07-31 00:00:00+00:00,2014-07-11 11:42:29+00:00,eng,Demon Cycle,954537,10,,Random House Publishing Group,2009-07-21 14:00:00+00:00,2026-04-15 15:31:17+00:00,70,KEPUB | MOBI,Peter V. Brett/The Warded Man (70),,,
,The Daylight War,Peter V. Brett,100,2014-08-23 00:00:00+00:00,2014-07-11 11:43:11+00:00,eng,Demon Cycle,1791421,10,,HarperCollinsPublishers,2013-01-17 02:00:00+00:00,2026-04-15 15:31:22+00:00,72,KEPUB | MOBI,Peter V. Brett/The Daylight War (72),,,
,La Última Noche En Tremore Beach(c.1),Mikel Santiago,,,2014-07-11 12:08:42+00:00,spa,,480573,,,www.papyrefb2.net,2014-06-13 12:00:35+00:00,2026-04-15 15:22:58+00:00,73,MOBI,Mikel Santiago/La Ultima Noche En Tremore Beach(c.1) (73),,,
,The Desert Spear,Peter V. Brett,100,2014-08-16 00:00:00+00:00,2014-08-02 12:45:41+00:00,eng,Demon Cycle,1203219,10,,,2011-02-22 16:56:34+00:00,2026-04-15 15:22:58+00:00,76,EPUB | MOBI,Peter V. Brett/The Desert Spear (76),,,
,The Great Bazaar and Brayan's Gold,Peter V. Brett,100,2014-08-24 00:00:00+00:00,2014-08-23 17:29:02+00:00,eng,,379316,8,,Harper Voyager,2011-05-15 22:00:00+00:00,2026-04-15 15:31:14+00:00,77,KEPUB | MOBI,Peter V. Brett/The Great Bazaar and Brayan's Gold (77),,,
,The Slow Regard of Silent Things: A Kingkiller Chronicle Novella (The Kingkiller Chronicle),Patrick Rothfuss,,,2014-10-28 21:38:16+00:00,eng,The Kingkiller Chronicle,1995171,,,Orion,2014-10-27 16:00:00+00:00,2026-04-15 15:22:58+00:00,78,EPUB | MOBI,Patrick Rothfuss/The Slow Regard of Silent Things_ A King (78),,,
,The Design of Everyday Things,Don Norman,,,2014-11-02 20:07:22+00:00,eng,,2594706,,,,2014-11-02 20:07:22+00:00,2026-04-15 15:22:58+00:00,84,PDF,Don Norman/The Design of Everyday Things (84),,,
,Smashing UX Design: Foundations for Designing Online User Experiences,Jesmond Allen | James Chudley,,,2014-11-03 11:36:01+00:00,eng,,15487272,,,Wiley,2012-04-30 22:00:00+00:00,2026-04-15 15:22:58+00:00,85,EPUB | MOBI,Jesmond Allen/Smashing UX Design_ Foundations for Desi (85),,,
,The Zombies of Lake Woebegotten,Harrison Geillor,,,2014-12-22 10:27:00+00:00,eng,,431136,,Fiction - Science Fiction | Graphic Novels: General | Fantasy | Humorous | Horror | Graphic novels | Satire And Humor | Horror & ghost stories | Fiction | Science Fiction | Science Fiction - General | Horror - General | Horror Fiction | General,Night Shade Books,2010-08-15 04:00:00+00:00,2026-04-15 15:22:58+00:00,87,EPUB,Harrison Geillor/The Zombies of Lake Woebegotten (87),,,
,El Asesino De La Pedrera,Aro Sainz De La Maza,,,2015-03-22 18:42:31+00:00,spa,,830162,,prose_contemporary,www.papyrefb2.net,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,88,MOBI,Aro Sainz De La Maza/El Asesino De La Pedrera (88),,,
,El nombre oculto de Casandra (Spanish Edition),"Fraile, Pepa",,,2015-03-22 18:42:40+00:00,spa,,484900,,,,2015-01-27 23:00:00+00:00,2026-04-15 15:22:58+00:00,89,MOBI,"Fraile, Pepa/El nombre oculto de Casandra (Spanish Ed (89)",,,
,La música del silencio,Patrick Rothfuss,,,2015-03-22 18:42:48+00:00,spa,Crónica del asesino de reyes,1257685,,,Penguin Random House Grupo Editorial España,2014-10-27 23:00:00+00:00,2026-04-15 15:22:58+00:00,90,EPUB | MOBI,Patrick Rothfuss/La musica del silencio (90),,,
,El libro de la vida (El descubrimiento de las brujas 3) (Spanish Edition),"Harkness, Deborah",,,2015-03-22 18:49:19+00:00,spa,,1201836,,,Penguin Random House Grupo Editorial España,2015-03-04 23:00:00+00:00,2026-04-15 15:22:58+00:00,91,MOBI,"Harkness, Deborah/El libro de la vida (El descubrimiento d (91)",,,
,Ofrenda a la tormenta,Dolores Redondo,,,2015-03-22 18:51:16+00:00,spa,Trilogía del Baztán,3171212,,Intriga | Novela | Policial,ePubLibre,2015-01-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,92,EPUB | MOBI,Dolores Redondo/Ofrenda a la tormenta (92),,,
,The Skull Throne,Peter V. Brett,100,2015-04-28 00:00:00+00:00,2015-04-06 19:38:37+00:00,eng,Demon Cycle,1540028,8,,Del Rey,2015-03-29 18:30:00+00:00,2026-04-15 15:22:58+00:00,95,MOBI,Peter V. Brett/The Skull Throne (95),,,
,Solve for Happy,Mo Gawdat,100,2019-03-25 00:00:00+00:00,2018-05-17 18:34:01+00:00,eng,,9893616,8,,North Star Way,2018-05-17 18:34:01+00:00,2026-04-15 15:22:58+00:00,96,EPUB | MOBI,Mo Gawdat/Solve for Happy (96),,,
,"The 4-Hour Workweek: Escape 9–5, Live Anywhere, and Join the New Rich - Expanded and Updated",Timothy Ferriss,,,2018-05-17 18:38:03+00:00,eng,,1675980,,,,2018-05-17 18:38:03+00:00,2026-04-15 15:22:58+00:00,97,EPUB | MOBI,"Timothy Ferriss/The 4-Hour Workweek_ Escape 9-5, Live An (97)",,,
,Quick Start Guide,John Schember,,,2018-06-08 20:34:19+00:00,eng,,53999,,,,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,98,EPUB,John Schember/Quick Start Guide (98),,,
,The Core,Peter V. Brett,100,2018-06-15 00:00:00+00:00,2018-06-08 20:34:36+00:00,eng,Demon Cycle,4404159,10,,Random House Publishing Group,2017-10-02 22:00:00+00:00,2026-04-15 15:22:58+00:00,99,EPUB | MOBI,Peter V. Brett/The Core (99),,,
,DevOps for Finance,Jim Bird,,,2018-06-08 20:50:41+00:00,eng,,5019763,,,,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,101,PDF,Jim Bird/DevOps for Finance (101),,,
,Elegant SciPy,"Juan Nunez-Iglesias, Stéfan van der Walt, Harriet Dashnow",,,2019-05-01 12:22:38+00:00,eng,,70254437,,,"O'Reilly Media, Inc.",2017-08-16 22:00:00+00:00,2026-04-15 15:22:58+00:00,118,MOBI,"Juan Nunez-Iglesias, Stefan van der Walt/Elegant SciPy (118)",,,
,Introducing Python,Bill Lubanovic,,,2019-05-01 12:23:37+00:00,eng,,16146002,,,"O'Reilly Media, Inc.",2014-11-23 23:00:00+00:00,2026-04-15 15:22:58+00:00,119,MOBI,Bill Lubanovic/Introducing Python (119),,,
,Flask Web Development,Miguel Grinberg,,,2019-05-01 12:25:07+00:00,eng,,7567416,,,"O'Reilly Media, Inc.",2018-03-04 23:00:00+00:00,2026-04-15 15:22:58+00:00,120,MOBI,Miguel Grinberg/Flask Web Development (120),,,
,Fluent Python,Luciano Ramalho,,,2019-05-01 12:25:08+00:00,eng,,31597152,,,"O'Reilly Media, Inc.",2015-08-09 22:00:00+00:00,2026-04-15 15:22:58+00:00,121,MOBI,Luciano Ramalho/Fluent Python (121),,,
,Natural Language Processing with Python,"Steven Bird, Ewan Klein | Edward Loper",,,2019-05-01 12:25:08+00:00,eng,,11615261,,COMPUTERS / Programming Languages / Python,O’Reilly Media,2009-06-11 22:00:00+00:00,2026-04-15 15:22:58+00:00,122,MOBI,"Steven Bird, Ewan Klein/Natural Language Processing with Python (122)",,,
,Test-Driven Development with Python,Harry Percival,,,2019-05-01 12:25:09+00:00,eng,,23512465,,,"O'Reilly Media, Inc.",2017-08-17 22:00:00+00:00,2026-04-15 15:22:58+00:00,123,MOBI,Harry Percival/Test-Driven Development with Python (123),,,
,The Hitchhiker’s Guide To Python,Kenneth Reitz | Tanya Schlusser,,,2019-05-01 12:25:09+00:00,eng,,8262414,,,"O'Reilly Media, Inc.",2016-09-13 22:00:00+00:00,2026-04-15 15:22:58+00:00,124,MOBI,Kenneth Reitz/The Hitchhiker's Guide To Python (124),,,
,Think Bayes,Allen B. Downey,,,2019-05-01 12:25:09+00:00,eng,,15980370,,,"O'Reilly Media, Inc.",2013-09-23 22:00:00+00:00,2026-04-15 15:22:58+00:00,125,MOBI,Allen B. Downey/Think Bayes (125),,,
,Think Python,Allen B. Downey,,,2019-05-01 12:25:10+00:00,eng,,9622640,,,"O'Reilly Media, Inc.",2015-12-08 23:00:00+00:00,2026-04-15 15:22:58+00:00,126,MOBI,Allen B. Downey/Think Python (126),,,
,Thoughtful Machine Learning in Python,Matthew Kirk,,,2019-05-01 12:25:10+00:00,eng,,16546922,,,"O'Reilly Media, Inc.",2017-01-25 23:00:00+00:00,2026-04-15 15:22:58+00:00,127,MOBI,Matthew Kirk/Thoughtful Machine Learning in Python (127),,,
,Twisted Network Programming Essentials,Jessica McKellar | Abe Fettig,,,2019-05-01 12:25:10+00:00,eng,,6494283,,COMPUTERS / Networking / Network Protocols,O’Reilly Media,2013-03-11 23:00:00+00:00,2026-04-15 15:22:58+00:00,128,MOBI,Jessica McKellar/Twisted Network Programming Essentials (128),,,
,Web Scraping with Python,Ryan Mitchell,,,2019-05-01 12:25:10+00:00,eng,,12666854,,,"O'Reilly Media, Inc.",2018-03-19 23:00:00+00:00,2026-04-15 15:22:58+00:00,129,MOBI,Ryan Mitchell/Web Scraping with Python (129),,,
,Your Money or Your Life,Vicki Robin,,,2019-10-20 19:26:52+00:00,eng,,2523443,,,"Penguin Group USA, Inc.",2011-05-23 22:00:00+00:00,2026-04-15 15:22:58+00:00,130,EPUB | MOBI,Vicki Robin/Your Money or Your Life (130),,,
,Why Didn't They Teach Me This in School?: 99 Personal Money Management Principles to Live By,Cary Siegel,,,2020-02-16 19:58:04+00:00,eng,,773584,,,CreateSpace Independent Publishing Platform,2013-03-05 18:30:00+00:00,2026-04-15 15:22:58+00:00,131,EPUB | MOBI,Cary Siegel/Why Didn't They Teach Me This in School_ (131),,,
,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,"Thomas J. Stanley, Ph.D. | William D. Danko, Ph.D.",100,2021-03-24 00:00:00+00:00,2020-02-16 20:00:35+00:00,eng,,2157560,8,,RosettaBooks,2010-11-29 23:00:00+00:00,2026-04-15 15:22:58+00:00,132,MOBI,"Thomas J. Stanley, Ph.D_/The Millionaire Next Door_ The Surprisin (132)",,,
